decision_date,ticker,name,market,price_core_valid,history_ready
2024-08-22,1101,台泥,TWSE,False,False
2025-04-07,1101,台泥,TWSE,False,False
2025-04-08,1101,台泥,TWSE,False,False
2025-04-09,1101,台泥,TWSE,False,False
2025-04-10,1101,台泥,TWSE,False,False
2025-04-11,1101,台泥,TWSE,False,False
2025-07-07,1102,亞泥,TWSE,False,False
2025-07-08,1102,亞泥,TWSE,False,False
2025-07-09,1102,亞泥,TWSE,False,False
2025-07-10,1102,亞泥,TWSE,False,False
2025-07-11,1102,亞泥,TWSE,False,False
2023-08-21,1210,大成,TWSE,False,False
2023-08-22,1210,大成,TWSE,False,False
2023-08-23,1210,大成,TWSE,False,False
2023-08-24,1210,大成,TWSE,False,False
2023-08-25,1210,大成,TWSE,False,False
2025-10-27,1210,大成,TWSE,True,False
2025-10-28,1210,大成,TWSE,True,False
2025-10-29,1210,大成,TWSE,True,False
2025-10-30,1210,大成,TWSE,True,False
2025-10-31,1210,大成,TWSE,True,False
2025-11-03,1210,大成,TWSE,False,False
2025-11-04,1210,大成,TWSE,False,False
2025-11-05,1210,大成,TWSE,False,False
2025-11-06,1210,大成,TWSE,False,False
2025-11-07,1210,大成,TWSE,False,False
2023-09-06,1216,統一,TWSE,False,False
2023-11-28,1216,統一,TWSE,False,False
2024-06-12,1216,統一,TWSE,False,False
2024-08-22,1216,統一,TWSE,False,False
2025-04-25,1216,統一,TWSE,False,False
2025-08-04,1216,統一,TWSE,True,False
2025-08-05,1216,統一,TWSE,True,False
2025-08-06,1216,統一,TWSE,True,False
2025-08-07,1216,統一,TWSE,True,False
2025-08-08,1216,統一,TWSE,True,False
2025-10-20,1216,統一,TWSE,True,False
2025-10-21,1216,統一,TWSE,True,False
2025-10-22,1216,統一,TWSE,True,False
2025-10-23,1216,統一,TWSE,True,False
2025-11-03,1216,統一,TWSE,True,False
2025-11-04,1216,統一,TWSE,True,False
2025-11-05,1216,統一,TWSE,True,False
2025-11-06,1216,統一,TWSE,True,False
2025-11-07,1216,統一,TWSE,True,False
2025-11-10,1216,統一,TWSE,True,False
2025-11-11,1216,統一,TWSE,True,False
2025-11-12,1216,統一,TWSE,True,False
2025-11-13,1216,統一,TWSE,True,False
2025-11-14,1216,統一,TWSE,True,False
2024-08-12,1301,台塑,TWSE,False,False
2024-08-13,1301,台塑,TWSE,False,False
2024-08-14,1301,台塑,TWSE,False,False
2024-08-15,1301,台塑,TWSE,False,False
2024-08-16,1301,台塑,TWSE,False,False
2025-04-25,1303,南亞,TWSE,False,False
2026-06-09,1303,南亞,TWSE,False,False
2026-06-22,1303,南亞,TWSE,False,False
2026-06-23,1303,南亞,TWSE,False,False
2026-06-24,1303,南亞,TWSE,False,False
2026-06-25,1303,南亞,TWSE,False,False
2026-06-26,1303,南亞,TWSE,False,False
2023-10-16,1339,昭輝,TWSE,False,False
2023-10-17,1339,昭輝,TWSE,False,False
2023-10-18,1339,昭輝,TWSE,False,False
2023-10-19,1339,昭輝,TWSE,False,False
2023-10-20,1339,昭輝,TWSE,False,False
2025-04-07,1402,遠東新,TWSE,False,False
2025-04-08,1402,遠東新,TWSE,False,False
2025-04-09,1402,遠東新,TWSE,False,False
2025-04-10,1402,遠東新,TWSE,False,False
2025-04-11,1402,遠東新,TWSE,False,False
2024-06-12,1476,儒鴻,TWSE,False,False
2025-10-20,1476,儒鴻,TWSE,True,False
2025-10-21,1476,儒鴻,TWSE,True,False
2025-10-22,1476,儒鴻,TWSE,True,False
2025-10-23,1476,儒鴻,TWSE,True,False
2026-02-23,1476,儒鴻,TWSE,False,False
2026-02-24,1476,儒鴻,TWSE,False,False
2026-02-25,1476,儒鴻,TWSE,False,False
2026-02-26,1476,儒鴻,TWSE,False,False
2023-09-06,1477,聚陽,TWSE,False,False
2023-11-28,1477,聚陽,TWSE,False,False
2024-06-12,1477,聚陽,TWSE,False,False
2025-08-01,1477,聚陽,TWSE,False,False
2026-01-12,1477,聚陽,TWSE,True,False
2026-01-13,1477,聚陽,TWSE,True,False
2026-01-14,1477,聚陽,TWSE,True,False
2026-01-15,1477,聚陽,TWSE,True,False
2026-01-16,1477,聚陽,TWSE,True,False
2025-09-15,1503,士電,TWSE,True,False
2025-09-16,1503,士電,TWSE,True,False
2025-09-17,1503,士電,TWSE,True,False
2025-09-18,1503,士電,TWSE,True,False
2025-09-19,1503,士電,TWSE,True,False
2025-09-30,1503,士電,TWSE,True,False
2025-10-01,1503,士電,TWSE,True,False
2025-10-02,1503,士電,TWSE,False,False
2025-10-03,1503,士電,TWSE,True,False
2026-01-19,1503,士電,TWSE,True,False
2026-01-20,1503,士電,TWSE,True,False
2026-01-21,1503,士電,TWSE,True,False
2026-01-22,1503,士電,TWSE,True,False
2026-01-23,1503,士電,TWSE,True,False
2026-01-26,1503,士電,TWSE,True,False
2026-01-27,1503,士電,TWSE,True,False
2026-01-28,1503,士電,TWSE,True,False
2024-06-12,1504,東元,TWSE,False,False
2025-08-18,1504,東元,TWSE,True,False
2025-08-19,1504,東元,TWSE,True,False
2025-08-20,1504,東元,TWSE,True,False
2025-08-21,1504,東元,TWSE,True,False
2025-08-22,1504,東元,TWSE,True,False
2025-08-25,1504,東元,TWSE,True,False
2025-08-26,1504,東元,TWSE,True,False
2025-08-27,1504,東元,TWSE,True,False
2025-08-28,1504,東元,TWSE,True,False
2025-08-29,1504,東元,TWSE,True,False
2025-09-08,1504,東元,TWSE,True,False
2025-09-09,1504,東元,TWSE,True,False
2025-09-10,1504,東元,TWSE,True,False
2025-09-11,1504,東元,TWSE,True,False
2025-09-12,1504,東元,TWSE,True,False
2025-09-15,1504,東元,TWSE,True,False
2025-09-16,1504,東元,TWSE,True,False
2025-09-17,1504,東元,TWSE,True,False
2025-09-18,1504,東元,TWSE,True,False
2025-09-19,1504,東元,TWSE,True,False
2025-09-22,1504,東元,TWSE,True,False
2025-09-23,1504,東元,TWSE,True,False
2025-09-24,1504,東元,TWSE,True,False
2025-09-25,1504,東元,TWSE,True,False
2025-09-26,1504,東元,TWSE,True,False
2025-09-30,1504,東元,TWSE,True,False
2025-10-01,1504,東元,TWSE,True,False
2025-10-02,1504,東元,TWSE,False,False
2025-10-03,1504,東元,TWSE,True,False
2025-10-27,1504,東元,TWSE,True,False
2025-10-28,1504,東元,TWSE,True,False
2025-10-29,1504,東元,TWSE,True,False
2025-10-30,1504,東元,TWSE,True,False
2025-10-31,1504,東元,TWSE,True,False
2025-11-10,1504,東元,TWSE,True,False
2025-11-11,1504,東元,TWSE,True,False
2025-11-12,1504,東元,TWSE,True,False
2025-11-13,1504,東元,TWSE,True,False
2025-11-14,1504,東元,TWSE,True,False
2026-06-09,1504,東元,TWSE,False,False
2023-11-28,1513,中興電,TWSE,False,False
2024-08-22,1513,中興電,TWSE,False,False
2025-04-25,1513,中興電,TWSE,False,False
2025-09-01,1513,中興電,TWSE,True,False
2025-09-02,1513,中興電,TWSE,True,False
2025-09-03,1513,中興電,TWSE,True,False
2025-09-04,1513,中興電,TWSE,True,False
2025-09-05,1513,中興電,TWSE,True,False
2025-09-30,1513,中興電,TWSE,True,False
2025-10-01,1513,中興電,TWSE,True,False
2025-10-02,1513,中興電,TWSE,False,False
2025-10-03,1513,中興電,TWSE,True,False
2025-11-24,1513,中興電,TWSE,False,False
2025-11-25,1513,中興電,TWSE,True,False
2025-11-26,1513,中興電,TWSE,True,False
2025-11-27,1513,中興電,TWSE,True,False
2025-11-28,1513,中興電,TWSE,True,False
2025-12-01,1513,中興電,TWSE,True,False
2025-12-02,1513,中興電,TWSE,True,False
2025-12-03,1513,中興電,TWSE,True,False
2025-12-04,1513,中興電,TWSE,True,False
2025-12-05,1513,中興電,TWSE,True,False
2025-12-08,1513,中興電,TWSE,True,False
2025-12-09,1513,中興電,TWSE,True,False
2025-12-10,1513,中興電,TWSE,True,False
2025-12-11,1513,中興電,TWSE,True,False
2025-12-12,1513,中興電,TWSE,True,False
2025-12-15,1513,中興電,TWSE,True,False
2025-12-16,1513,中興電,TWSE,True,False
2025-12-17,1513,中興電,TWSE,True,False
2025-12-18,1513,中興電,TWSE,True,False
2025-12-19,1513,中興電,TWSE,True,False
2026-01-26,1513,中興電,TWSE,True,False
2026-01-27,1513,中興電,TWSE,True,False
2026-01-28,1513,中興電,TWSE,True,False
2023-11-28,1514,亞力,TWSE,False,False
2024-08-22,1514,亞力,TWSE,False,False
2025-11-10,1514,亞力,TWSE,True,False
2025-11-11,1514,亞力,TWSE,True,False
2025-11-12,1514,亞力,TWSE,True,False
2025-11-13,1514,亞力,TWSE,True,False
2025-11-14,1514,亞力,TWSE,True,False
2025-11-24,1514,亞力,TWSE,False,False
2025-11-25,1514,亞力,TWSE,True,False
2025-11-26,1514,亞力,TWSE,True,False
2025-11-27,1514,亞力,TWSE,True,False
2025-11-28,1514,亞力,TWSE,True,False
2025-12-22,1514,亞力,TWSE,True,False
2025-12-23,1514,亞力,TWSE,True,False
2025-12-24,1514,亞力,TWSE,True,False
2025-12-26,1514,亞力,TWSE,False,False
2026-01-26,1514,亞力,TWSE,True,False
2026-01-27,1514,亞力,TWSE,True,False
2026-01-28,1514,亞力,TWSE,True,False
2023-12-11,1515,力山,TWSE,False,False
2023-12-12,1515,力山,TWSE,False,False
2023-12-13,1515,力山,TWSE,False,False
2023-12-14,1515,力山,TWSE,False,False
2023-12-15,1515,力山,TWSE,False,False
2025-08-01,1519,華城,TWSE,False,False
2025-08-11,1519,華城,TWSE,True,False
2025-08-12,1519,華城,TWSE,True,False
2025-08-13,1519,華城,TWSE,True,False
2025-08-14,1519,華城,TWSE,True,False
2025-08-15,1519,華城,TWSE,True,False
2025-08-25,1519,華城,TWSE,True,False
2025-08-26,1519,華城,TWSE,True,False
2025-08-27,1519,華城,TWSE,True,False
2025-08-28,1519,華城,TWSE,True,False
2025-08-29,1519,華城,TWSE,True,False
2025-09-01,1519,華城,TWSE,True,False
2025-09-02,1519,華城,TWSE,True,False
2025-09-03,1519,華城,TWSE,True,False
2025-09-04,1519,華城,TWSE,True,False
2025-09-05,1519,華城,TWSE,True,False
2025-09-08,1519,華城,TWSE,True,False
2025-09-09,1519,華城,TWSE,True,False
2025-09-10,1519,華城,TWSE,True,False
2025-09-11,1519,華城,TWSE,True,False
2025-09-12,1519,華城,TWSE,True,False
2025-09-30,1519,華城,TWSE,True,False
2025-10-01,1519,華城,TWSE,True,False
2025-10-02,1519,華城,TWSE,False,False
2025-10-03,1519,華城,TWSE,True,False
2025-10-20,1519,華城,TWSE,True,False
2025-10-21,1519,華城,TWSE,True,False
2025-10-22,1519,華城,TWSE,True,False
2025-10-23,1519,華城,TWSE,True,False
2025-11-03,1519,華城,TWSE,True,False
2025-11-04,1519,華城,TWSE,True,False
2025-11-05,1519,華城,TWSE,True,False
2025-11-06,1519,華城,TWSE,True,False
2025-11-07,1519,華城,TWSE,True,False
2025-11-10,1519,華城,TWSE,True,False
2025-11-11,1519,華城,TWSE,True,False
2025-11-12,1519,華城,TWSE,True,False
2025-11-13,1519,華城,TWSE,True,False
2025-11-14,1519,華城,TWSE,True,False
2025-11-17,1519,華城,TWSE,True,False
2025-11-18,1519,華城,TWSE,True,False
2025-11-19,1519,華城,TWSE,True,False
2025-11-20,1519,華城,TWSE,True,False
2025-11-21,1519,華城,TWSE,True,False
2025-11-24,1519,華城,TWSE,False,False
2025-11-25,1519,華城,TWSE,True,False
2025-11-26,1519,華城,TWSE,True,False
2025-11-27,1519,華城,TWSE,True,False
2025-11-28,1519,華城,TWSE,True,False
2025-12-01,1519,華城,TWSE,True,False
2025-12-02,1519,華城,TWSE,True,False
2025-12-03,1519,華城,TWSE,True,False
2025-12-04,1519,華城,TWSE,True,False
2025-12-05,1519,華城,TWSE,True,False
2025-12-08,1519,華城,TWSE,True,False
2025-12-09,1519,華城,TWSE,True,False
2025-12-10,1519,華城,TWSE,True,False
2025-12-11,1519,華城,TWSE,True,False
2025-12-12,1519,華城,TWSE,True,False
2025-12-15,1519,華城,TWSE,True,False
2025-12-16,1519,華城,TWSE,True,False
2025-12-17,1519,華城,TWSE,True,False
2025-12-18,1519,華城,TWSE,True,False
2025-12-19,1519,華城,TWSE,True,False
2025-12-22,1519,華城,TWSE,True,False
2025-12-23,1519,華城,TWSE,True,False
2025-12-24,1519,華城,TWSE,True,False
2025-12-26,1519,華城,TWSE,False,False
2025-12-29,1519,華城,TWSE,True,False
2025-12-30,1519,華城,TWSE,True,False
2025-12-31,1519,華城,TWSE,True,False
2026-01-02,1519,華城,TWSE,True,False
2026-01-05,1519,華城,TWSE,True,False
2026-01-06,1519,華城,TWSE,True,False
2026-01-07,1519,華城,TWSE,True,False
2026-01-08,1519,華城,TWSE,True,False
2026-01-09,1519,華城,TWSE,True,False
2026-01-12,1519,華城,TWSE,True,False
2026-01-13,1519,華城,TWSE,True,False
2026-01-14,1519,華城,TWSE,True,False
2026-01-15,1519,華城,TWSE,True,False
2026-01-16,1519,華城,TWSE,True,False
2026-01-19,1519,華城,TWSE,True,False
2026-01-20,1519,華城,TWSE,True,False
2026-01-21,1519,華城,TWSE,True,False
2026-01-22,1519,華城,TWSE,True,False
2026-01-23,1519,華城,TWSE,True,False
2026-01-26,1519,華城,TWSE,True,False
2026-01-27,1519,華城,TWSE,True,False
2026-01-28,1519,華城,TWSE,True,False
2026-04-13,1519,華城,TWSE,False,False
2026-04-14,1519,華城,TWSE,False,False
2026-04-15,1519,華城,TWSE,False,False
2026-04-16,1519,華城,TWSE,False,False
2026-04-17,1519,華城,TWSE,False,False
2024-06-12,1522,堤維西,TWSE,False,False
2025-02-10,1522,堤維西,TWSE,False,False
2025-02-11,1522,堤維西,TWSE,False,False
2025-02-12,1522,堤維西,TWSE,False,False
2025-02-13,1522,堤維西,TWSE,False,False
2025-02-14,1522,堤維西,TWSE,False,False
2023-11-28,1524,耿鼎,TWSE,False,False
2024-08-12,1536,和大,TWSE,False,False
2024-08-13,1536,和大,TWSE,False,False
2024-08-14,1536,和大,TWSE,False,False
2024-08-15,1536,和大,TWSE,False,False
2024-08-16,1536,和大,TWSE,False,False
2024-10-07,1540,喬福,TWSE,False,False
2024-10-08,1540,喬福,TWSE,False,False
2024-10-09,1540,喬福,TWSE,False,False
2024-10-11,1540,喬福,TWSE,False,False
2023-11-28,1560,中砂,TWSE,False,False
2025-08-11,1560,中砂,TWSE,True,False
2025-08-12,1560,中砂,TWSE,True,False
2025-08-13,1560,中砂,TWSE,True,False
2025-08-14,1560,中砂,TWSE,True,False
2025-08-15,1560,中砂,TWSE,True,False
2025-09-01,1560,中砂,TWSE,True,False
2025-09-02,1560,中砂,TWSE,True,False
2025-09-03,1560,中砂,TWSE,True,False
2025-09-04,1560,中砂,TWSE,True,False
2025-09-05,1560,中砂,TWSE,True,False
2025-09-08,1560,中砂,TWSE,True,False
2025-09-09,1560,中砂,TWSE,True,False
2025-09-10,1560,中砂,TWSE,True,False
2025-09-11,1560,中砂,TWSE,True,False
2025-09-12,1560,中砂,TWSE,True,False
2025-09-15,1560,中砂,TWSE,True,False
2025-09-16,1560,中砂,TWSE,True,False
2025-09-17,1560,中砂,TWSE,True,False
2025-09-18,1560,中砂,TWSE,True,False
2025-09-19,1560,中砂,TWSE,True,False
2025-09-30,1560,中砂,TWSE,True,False
2025-10-01,1560,中砂,TWSE,True,False
2025-10-02,1560,中砂,TWSE,False,False
2025-10-03,1560,中砂,TWSE,True,False
2025-10-07,1560,中砂,TWSE,True,False
2025-10-08,1560,中砂,TWSE,True,False
2025-10-09,1560,中砂,TWSE,True,False
2025-10-13,1560,中砂,TWSE,True,False
2025-10-14,1560,中砂,TWSE,True,False
2025-10-15,1560,中砂,TWSE,True,False
2025-10-16,1560,中砂,TWSE,True,False
2025-10-17,1560,中砂,TWSE,True,False
2025-10-20,1560,中砂,TWSE,True,False
2025-10-21,1560,中砂,TWSE,True,False
2025-10-22,1560,中砂,TWSE,True,False
2025-10-23,1560,中砂,TWSE,True,False
2025-11-24,1560,中砂,TWSE,False,False
2025-11-25,1560,中砂,TWSE,True,False
2025-11-26,1560,中砂,TWSE,True,False
2025-11-27,1560,中砂,TWSE,True,False
2025-11-28,1560,中砂,TWSE,True,False
2025-12-01,1560,中砂,TWSE,True,False
2025-12-02,1560,中砂,TWSE,True,False
2025-12-03,1560,中砂,TWSE,True,False
2025-12-04,1560,中砂,TWSE,True,False
2025-12-05,1560,中砂,TWSE,True,False
2025-12-15,1560,中砂,TWSE,True,False
2025-12-16,1560,中砂,TWSE,True,False
2025-12-17,1560,中砂,TWSE,True,False
2025-12-18,1560,中砂,TWSE,True,False
2025-12-19,1560,中砂,TWSE,True,False
2025-12-22,1560,中砂,TWSE,True,False
2025-12-23,1560,中砂,TWSE,True,False
2025-12-24,1560,中砂,TWSE,True,False
2025-12-26,1560,中砂,TWSE,False,False
2025-12-29,1560,中砂,TWSE,True,False
2025-12-30,1560,中砂,TWSE,True,False
2025-12-31,1560,中砂,TWSE,True,False
2026-01-02,1560,中砂,TWSE,True,False
2026-01-05,1560,中砂,TWSE,True,False
2026-01-06,1560,中砂,TWSE,True,False
2026-01-07,1560,中砂,TWSE,True,False
2026-01-08,1560,中砂,TWSE,True,False
2026-01-09,1560,中砂,TWSE,True,False
2026-01-12,1560,中砂,TWSE,True,False
2026-01-13,1560,中砂,TWSE,True,False
2026-01-14,1560,中砂,TWSE,True,False
2026-01-15,1560,中砂,TWSE,True,False
2026-01-16,1560,中砂,TWSE,True,False
2026-01-19,1560,中砂,TWSE,True,False
2026-01-20,1560,中砂,TWSE,True,False
2026-01-21,1560,中砂,TWSE,True,False
2026-01-22,1560,中砂,TWSE,True,False
2026-01-23,1560,中砂,TWSE,True,False
2026-01-26,1560,中砂,TWSE,True,False
2026-01-27,1560,中砂,TWSE,True,False
2026-01-28,1560,中砂,TWSE,True,False
2026-06-08,1560,中砂,TWSE,False,False
2026-06-09,1560,中砂,TWSE,False,False
2026-06-10,1560,中砂,TWSE,False,False
2026-06-11,1560,中砂,TWSE,False,False
2026-06-12,1560,中砂,TWSE,False,False
2024-06-24,1582,信錦,TWSE,False,False
2024-06-25,1582,信錦,TWSE,False,False
2024-06-26,1582,信錦,TWSE,False,False
2024-06-27,1582,信錦,TWSE,False,False
2024-06-28,1582,信錦,TWSE,False,False
2026-03-09,1582,信錦,TWSE,False,False
2026-03-10,1582,信錦,TWSE,False,False
2026-03-11,1582,信錦,TWSE,False,False
2026-03-12,1582,信錦,TWSE,False,False
2026-03-13,1582,信錦,TWSE,False,False
2025-04-21,1584,精剛,TPEx,False,False
2025-04-22,1584,精剛,TPEx,False,False
2025-04-23,1584,精剛,TPEx,False,False
2025-04-24,1584,精剛,TPEx,False,False
2025-04-25,1584,精剛,TPEx,False,False
2023-11-28,1590,亞德客-KY,TWSE,False,False
2025-04-25,1590,亞德客-KY,TWSE,False,False
2025-08-01,1590,亞德客-KY,TWSE,False,False
2025-09-01,1590,亞德客-KY,TWSE,True,False
2025-09-02,1590,亞德客-KY,TWSE,True,False
2025-09-03,1590,亞德客-KY,TWSE,True,False
2025-09-04,1590,亞德客-KY,TWSE,True,False
2025-09-05,1590,亞德客-KY,TWSE,True,False
2025-09-30,1590,亞德客-KY,TWSE,True,False
2025-10-01,1590,亞德客-KY,TWSE,True,False
2025-10-02,1590,亞德客-KY,TWSE,False,False
2025-10-03,1590,亞德客-KY,TWSE,True,False
2025-10-13,1590,亞德客-KY,TWSE,True,False
2025-10-14,1590,亞德客-KY,TWSE,True,False
2025-10-15,1590,亞德客-KY,TWSE,True,False
2025-10-16,1590,亞德客-KY,TWSE,True,False
2025-10-17,1590,亞德客-KY,TWSE,True,False
2025-10-20,1590,亞德客-KY,TWSE,True,False
2025-10-21,1590,亞德客-KY,TWSE,True,False
2025-10-22,1590,亞德客-KY,TWSE,True,False
2025-10-23,1590,亞德客-KY,TWSE,True,False
2025-10-27,1590,亞德客-KY,TWSE,True,False
2025-10-28,1590,亞德客-KY,TWSE,True,False
2025-10-29,1590,亞德客-KY,TWSE,True,False
2025-10-30,1590,亞德客-KY,TWSE,True,False
2025-10-31,1590,亞德客-KY,TWSE,True,False
2025-11-03,1590,亞德客-KY,TWSE,True,False
2025-11-04,1590,亞德客-KY,TWSE,True,False
2025-11-05,1590,亞德客-KY,TWSE,True,False
2025-11-06,1590,亞德客-KY,TWSE,True,False
2025-11-07,1590,亞德客-KY,TWSE,True,False
2025-11-10,1590,亞德客-KY,TWSE,True,False
2025-11-11,1590,亞德客-KY,TWSE,True,False
2025-11-12,1590,亞德客-KY,TWSE,True,False
2025-11-13,1590,亞德客-KY,TWSE,True,False
2025-11-14,1590,亞德客-KY,TWSE,True,False
2025-11-17,1590,亞德客-KY,TWSE,True,False
2025-11-18,1590,亞德客-KY,TWSE,True,False
2025-11-19,1590,亞德客-KY,TWSE,True,False
2025-11-20,1590,亞德客-KY,TWSE,True,False
2025-11-21,1590,亞德客-KY,TWSE,True,False
2025-11-24,1590,亞德客-KY,TWSE,False,False
2025-11-25,1590,亞德客-KY,TWSE,True,False
2025-11-26,1590,亞德客-KY,TWSE,True,False
2025-11-27,1590,亞德客-KY,TWSE,True,False
2025-11-28,1590,亞德客-KY,TWSE,True,False
2025-12-01,1590,亞德客-KY,TWSE,True,False
2025-12-02,1590,亞德客-KY,TWSE,True,False
2025-12-03,1590,亞德客-KY,TWSE,True,False
2025-12-04,1590,亞德客-KY,TWSE,True,False
2025-12-05,1590,亞德客-KY,TWSE,True,False
2025-12-08,1590,亞德客-KY,TWSE,True,False
2025-12-09,1590,亞德客-KY,TWSE,True,False
2025-12-10,1590,亞德客-KY,TWSE,True,False
2025-12-11,1590,亞德客-KY,TWSE,True,False
2025-12-12,1590,亞德客-KY,TWSE,True,False
2025-12-15,1590,亞德客-KY,TWSE,True,False
2025-12-16,1590,亞德客-KY,TWSE,True,False
