baseline_compact_universe_row_id,snapshot_date,ticker,name,market,variant,scope_type,active_for_layer1_source_scope,selection_bucket,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,layer1_financial_risk_flag_count,layer1_quality_floor_risk_pctile_by_week,layer1_exclude_bottom20_candidate,layer1_exclude_bottom30_candidate,RS5,RS10,RS20,RS40,RS60,RS30_proxy,RS30_source_quality,rs5_minus_rs10,rs10_minus_rs20,rs20_minus_rs60,rs_short_acceleration_flag,rs_short_deterioration_flag,rs60_top20_by_week,rs60_high_short_rs_weakening_exhaustion_context,monthly_revenue_available,quarterly_fundamental_available,missing_core_fundamental_flag,BIAS20,drawdown_20d,BIAS60,drawdown_60d,BIAS120,drawdown_120d,volatility,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,capital_rank_improvement_20d_vs_60d,capital_rank_20d_improving_vs_60d,capital_rank_20d_deteriorating_vs_60d,capital_reasonable_band_4w_count,capital_reasonable_band_4w_persistent,pure_5d_burst_without_20d60d_confirmation,rs20_30_primary_momentum_positive,rs20_30_primary_momentum_stable,rs60_background_supportive,rs_exhaustion_warning_context,layer1_pass_bottom20,layer1_pass_bottom30,bias_overheat_penalty_context,volatility_pctile_by_week,volatility_high_context,risk_overheat_penalty_context,forward_excess_vs_0050_5d,forward_excess_vs_00631L_5d,forward_excess_vs_0050_10d,forward_excess_vs_00631L_10d,forward_excess_vs_0050_20d,forward_excess_vs_00631L_20d,forward_excess_vs_0050_30d,forward_excess_vs_00631L_30d,forward_excess_vs_0050_40d,forward_excess_vs_00631L_40d,forward_eval_available_5d,forward_eval_available_10d,forward_eval_available_20d,forward_eval_available_30d,forward_eval_available_40d,P2_top_decile_vs_00631L_20d,P2_bottom_decile_vs_00631L_20d,shape_improving_vs_0050,shape_fading_vs_0050,shape_quick_burst_vs_0050,shape_short_bounce_fade_risk_vs_0050,shape_slow_start_vs_0050,shape_durable_vs_0050,shape_40d_decay_reference_vs_0050,shape_improving_vs_00631L,shape_fading_vs_00631L,shape_quick_burst_vs_00631L,shape_short_bounce_fade_risk_vs_00631L,shape_slow_start_vs_00631L,shape_durable_vs_00631L,shape_40d_decay_reference_vs_00631L,large_down_day_count_20d_proxy,large_down_day_count_30d_proxy,blowoff_turnover_without_price_continuation_proxy,large_down_day_flag_20d_proxy,large_down_day_flag_30d_proxy,large_down_day_source_quality,blowoff_turnover_source_quality,risk_bucket,risk_bucket_source_quality,MA20,MA20_position,MA60,MA60_position,MA120,MA120_position,layer1_b20_pass_through_eligible,layer1_b30_pass_through_eligible,layer2_context_only,layer2_hard_gate_allowed,layer2_row_deleted,pass_through_primary_basis,capital_support_context,capital_warning_context,rs_support_context,rs_warning_context,risk_penalty_context,layer2_support_signal_count,layer2_warning_signal_count,layer2_context_role,diagnostic_only,not_live_rule,forward_returns_live_rule_usage,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,momentum_relative_spread_widening_context,momentum_stable_rise_context,momentum_capital_support_context,momentum_overheat_late_stage_penalty_context,momentum_sleeve_candidate_feature,pullback_prior_strength_context,pullback_current_correction_context,pullback_ma_bias_position_context,pullback_risk_cooling_context,pullback_breakdown_warning_context,pullback_repair_sleeve_candidate_feature,overlap_sleeve_candidate_feature,neither_sleeve_candidate_feature,layer3_sleeve_feature_contract_only,layer3_selector_output,layer4_31pool_authorized,layer5_decision_authorized,momentum_continuation_score,pullback_repair_score,overlap_reacceleration_score,neutral_quality_liquidity_score,exhaustion_risk_score,breakdown_risk_score,momentum_continuation_tier,momentum_continuation_high_confidence,momentum_continuation_medium_or_high_confidence,pullback_repair_tier,pullback_repair_high_confidence,pullback_repair_medium_or_high_confidence,overlap_reacceleration_tier,overlap_reacceleration_high_confidence,overlap_reacceleration_medium_or_high_confidence,neutral_quality_liquidity_tier,neutral_quality_liquidity_high_confidence,neutral_quality_liquidity_medium_or_high_confidence,exhaustion_risk_tier,exhaustion_risk_high_confidence,exhaustion_risk_medium_or_high_confidence,breakdown_risk_tier,breakdown_risk_high_confidence,breakdown_risk_medium_or_high_confidence,broad_labels_are_overlapping,label_is_filter,layer3_broad_context_only,layer3_hard_gate_allowed,layer3_row_deleted,selector_output,forward_return_as_rule,future_return_as_rule,opportunity_label_count,two_plus_opportunity_labels,layer4_redesign_base_eligible,fallback_00631L_reference_only,fallback_00631L_is_ordinary_stock_pool_member,layer4_risk_penalty_score,layer4_broad_opportunity_net_score,layer4_c_quota_base_score,layer4_retention_constrained_score,layer4_risk_aware_score,high_exhaustion_or_breakdown_context,low_quality_low_liquidity_high_risk_exclusion_candidate,low_quality_low_liquidity_high_risk_exclusion_applied,theme_dynamic_slot_status,theme_dynamic_slot_applied,ai_theme_slot_hard_quota_applied,layer4_pool_size_sensitivity_contract_only,layer4_selector_output,portfolio_replay_executed,ready_for_strategy_replay,_pool_quota_bucket,layer4_pool_variant,pool_variant_family,pool_size_target,pool_selection_score,pool_selection_score_col,pool_selection_policy,retention_constraint_applied,risk_constraint_applied,pool_rank,pool_shortfall_count,pool_selection_basis,bounded_diagnostic_pool_only,pool_size_reference_upper_bound,pool_size_reference_current_31,layer2_layer3_hard_gate_outside_pool_variant,layer4_pool_role,is_layer4_primary_pool,reference_only,not_primary_pool,layer4_primary_pool_size,layer4_primary_policy,layer4_31_role,layer4_100_role,layer5_selector_output
2015-01-09|2330,2015-01-09,2330,台積電,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,1.0,1.0,1.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0322140848672166,0.0103838145396328,0.0435406574087899,0.1066029336306183,0.0278595054477777,0.0921940118665793,0.0664448589938546,0.1633014533897175,0.0665888212434884,0.1458413293238765,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4564999999999999,0.22,0.1,0.94522,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3747209333333333,0.5215047546666667,0.686908568,0.4359781813333332,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,neutral_quality_liquidity_min,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4359781813333332,layer4_risk_aware_score,risk_aware,True,True,1,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|2408,2015-01-16,2408,南亞科,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,38.0,15.0,15.0,1,0.5017667844522968,False,False,-0.0617789131058806,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,0.001676944731594,0.0866163747447034,-0.0235402496971171,0.0445317758718586,-0.0257309244595287,0.0768393390826436,-0.030065229307048,0.065903192566891,-0.0244741164155104,0.1116585115468451,True,True,True,True,True,,,False,True,True,True,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4785567375886524,0.2140425531914893,0.1180496453900709,0.9286724822695036,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3789742950354609,0.5228554434609929,0.6866209958014186,0.435703142468085,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.435703142468085,layer4_risk_aware_score,risk_aware,True,True,15,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|4938,2015-01-16,4938,和碩,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,15.0,16.0,16.0,1,0.5017667844522968,False,False,0.0058941771971789,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0093812859514965,0.0755581440616127,0.0802531433599937,0.1483251689289695,0.0554840811395753,0.1580543446817477,0.1118020719247547,0.2077704937986938,0.0815589182989353,0.2176915462612909,True,True,True,True,True,,,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4779893617021276,0.2136170212765957,0.1175531914893617,0.927747659574468,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3784886780141843,0.5224307955177304,0.6863693577872341,0.4353405711205673,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4353405711205673,layer4_risk_aware_score,risk_aware,True,True,16,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|2882,2015-01-16,2882,國泰金,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,18.0,17.0,17.0,1,0.5017667844522968,False,False,-0.0207750677304506,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0026317458102755,0.0823076842028337,-0.0122378078059708,0.0558342177630049,0.0084657461250379,0.1110360096672102,0.0251186921110715,0.1210871139850106,0.0397859401941467,0.1759185681565023,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4774219858156028,0.2131914893617021,0.1170567375886524,0.9268228368794328,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3780030609929077,0.5220061475744681,0.6861177197730497,0.4349779997730496,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4349779997730496,layer4_risk_aware_score,risk_aware,True,True,17,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|2356,2015-01-16,2356,英業達,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,12.0,18.0,18.0,1,0.5017667844522968,False,False,0.1091168053075682,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0531560454308401,0.0317833845822691,-0.0274152210995421,0.0406568044694335,-0.0732086183510867,0.0293616451910856,-0.0311662359416855,0.0648021859322535,-0.0698842056399442,0.0662484223224113,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.476854609929078,0.2127659574468085,0.1165602836879432,0.925898014184397,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3775174439716312,0.5215814996312057,0.6858660817588653,0.4346154284255318,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4346154284255318,layer4_risk_aware_score,risk_aware,True,True,18,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|2311,2015-01-16,2311,日月光,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,20.0,19.0,19.0,1,0.5017667844522968,False,False,0.0098260251657241,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,0.0156611588702351,0.1006005888833444,0.034412735889705,0.1024847614586808,0.0956085859499884,0.1981788494921608,0.2309305382518627,0.3268989601258018,0.1400620309191955,0.2761946588815511,True,True,True,True,True,,,True,False,False,False,False,True,True,True,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4762872340425532,0.2123404255319149,0.116063829787234,0.9249731914893616,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3770318269503546,0.5211568516879432,0.685614443744681,0.4342528570780141,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4342528570780141,layer4_risk_aware_score,risk_aware,True,True,19,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|3227,2015-01-16,3227,原相,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,19.0,20.0,20.0,1,0.5017667844522968,False,False,0.0474473843890251,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0079192976474029,0.0770201323657063,0.0074461258161342,0.0755181513851099,-0.0076738135972667,0.0948964499449056,0.2748137678311875,0.3707821897051265,0.186822076193672,0.3229547041560276,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4757198581560283,0.2119148936170213,0.1155673758865248,0.9240483687943264,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.376546209929078,0.5207322037446809,0.6853628057304965,0.4338902857304964,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4338902857304964,layer4_risk_aware_score,risk_aware,True,True,20,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|3105,2015-01-16,3105,穩懋,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,30.0,21.0,21.0,1,0.5017667844522968,False,False,-0.0438749907994427,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0580574241497531,0.0268820058633562,-0.0166955166335485,0.0513765089354272,-0.0250293189250032,0.0775409446171691,0.1681872834197497,0.2641557052936888,0.1874678624384251,0.3236004904007807,True,True,True,True,True,,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4751524822695036,0.2114893617021276,0.1150709219858156,0.9231235460992908,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3760605929078014,0.5203075558014184,0.6851111677163121,0.4335277143829787,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4335277143829787,layer4_risk_aware_score,risk_aware,True,True,21,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|1314,2015-01-16,1314,中石化,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,47.0,22.0,22.0,1,0.5017667844522968,False,False,-0.0228270360587656,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0066608773350187,0.0782785526780905,-0.0381679092715852,0.0299041162973905,-0.0814024389581371,0.0211678245840352,-0.0484522030030709,0.0475162188708681,-0.1607240041971783,-0.0245913762348227,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4745851063829787,0.211063829787234,0.1145744680851064,0.9221987234042552,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3755749758865247,0.519882907858156,0.6848595297021277,0.4331651430354609,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4331651430354609,layer4_risk_aware_score,risk_aware,True,True,22,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|2881,2015-01-16,2881,富邦金,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,26.0,23.0,23.0,1,0.5017667844522968,False,False,0.0027766797477987,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0184290066731791,0.0665104233399301,-0.0178839336123559,0.0501880919566197,0.0248873052241276,0.1274575687663,0.0954014100266018,0.1913698319005409,0.0899927818625097,0.2261254098248653,True,True,True,True,True,,,True,False,False,False,True,True,True,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4740177304964539,0.2106382978723404,0.1140780141843971,0.92127390070922,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3750893588652482,0.5194582599148937,0.6846078916879433,0.4328025716879433,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4328025716879433,layer4_risk_aware_score,risk_aware,True,True,23,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|2610,2015-01-16,2610,華航,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,40.0,24.0,24.0,1,0.5017667844522968,False,False,0.0067010251657241,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0394505814472891,0.0454888485658201,-0.0413027055098296,0.0267693200591461,-0.1198665210712808,-0.0172962575291084,-0.1216371295271508,-0.0256687076532118,-0.0606618373519474,0.0754707906104081,True,True,True,True,True,,,False,True,False,False,False,False,False,False,True,True,True,False,False,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.473450354609929,0.2102127659574467,0.1135815602836879,0.9203490780141844,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3746037418439715,0.5190336119716311,0.684356253673759,0.4324400003404254,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4324400003404254,layer4_risk_aware_score,risk_aware,True,True,24,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
2015-01-16|2603,2015-01-16,2603,長榮,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,34.0,25.0,25.0,1,0.5017667844522968,False,False,-0.0168680200088139,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0720617212168752,0.012877708796234,-0.0930202299466906,-0.0249482043777149,-0.0982800760889388,0.0042901874532335,-0.1370597979397799,-0.0410913760658409,-0.0932134556739715,0.042919172288384,True,True,True,True,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4728829787234042,0.2097872340425532,0.1130851063829787,0.9194242553191488,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3741181248226949,0.5186089640283688,0.6841046156595745,0.4320774289929077,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,fill,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,0.4320774289929077,layer4_risk_aware_score,risk_aware,True,True,25,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,False,True,False,high_confidence_31_subpool_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,high_confidence_subpool_reference_not_primary,,False
